Período: 01/01/2022 ŕ 31/01/2022;Porto;DUVs Atracados;DUVs Atracados - Desatracados;DUVs Atracados - Năo Desatracados;DUVs com Previsăo de Desatracaçăo;DUVs com Previsăo de Desatracaçăo - Cancelados;DUVs com Previsăo de Desatracaçăo - Năo Solicitou Atracaçăo;DUVs com Previsăo de Desatracaçăo - Desatracados;DUVs com Previsăo de Desatracaçăo - Năo Desatracados(*);DUVs Desatracados no Período
;ALUMAR - SĂO LUIZ - MA - ;28;28;0;27;0;0;27;0;27
;ANGRA DOS REIS - BRADR;2;1;1;4;1;0;1;2;1
;ANTONINA - BRANT;8;7;1;8;0;0;7;1;7
;ARATU - BRARB;49;49;0;50;2;0;48;0;49
;AREIA BRANCA (TERMISA) ;116;116;0;120;4;0;116;0;116
;ATEM´S - MANAUS - AM - ;3;3;0;3;0;0;3;0;3
;ATEM´S - PORTO VELHO-;0;0;0;0;0;0;0;0;0
;BARRA DO RIACHO - ;3;3;0;8;3;0;3;2;3
;BARRA DO RIO TERMINAL ;1;1;0;1;0;0;1;0;1
;BELEM - BRBEL;28;28;0;31;2;0;29;0;29
;BERTOLINI SANTARÉM - ;0;0;0;0;0;0;0;0;0
;BIANCHINI - CANOAS - RS ;26;26;0;28;4;0;24;0;23
;BRASFELS - ANGRA DOS ;0;0;0;0;0;0;0;0;0
;BRASKARNE - ITAJAÍ - SC - ;2;2;0;2;0;0;2;0;2
;BRASKEM - MACEIO - AL - ;7;7;0;6;0;0;6;0;6
;CABEDELO - BRCDO;9;9;0;11;0;0;11;0;11
;CELSE TERMINAL DE ;1;1;0;1;0;0;1;0;1
;CHIBATĂO NAVEGAÇĂO E ;14;14;0;17;3;0;14;0;14
;CIA FLORESTAL MONTE ;2;2;0;1;0;0;1;0;1
;CIA PORTUARIA VILA ;7;7;0;14;5;3;5;1;5
;CIA. REFINADORA DA ;0;0;0;0;0;0;0;0;0
;CIMENTO VENCEMOS DO ;1;1;0;2;0;0;2;0;2
;CIMPOR - BRMRS001;0;0;0;0;0;0;0;0;0
;CMPC - GUAIBA - RS - ;48;48;0;47;0;0;47;0;47
;COPELMI - BRCQD002;0;0;0;0;0;0;0;0;0
;COTEGIPE - SALVADOR - ;9;9;0;10;2;0;8;0;8
;DOW BRASIL - ARATU - BA ;5;5;0;4;0;0;4;0;4
;ENSEADA INDÚSTRIA ;2;2;0;2;0;0;2;0;2
;ESTALEIRO JURONG - ;1;0;1;1;0;1;0;0;0
;ETC BERTOLINI SANTANA - ;0;0;0;0;0;0;0;0;0
;FERROPORT - PORTO DO ;27;27;0;30;1;0;28;1;28
;FORD MOTOR - ARATU - ;0;0;0;0;0;0;0;0;0
;FORNO (ARRAIAL DO ;0;0;0;0;0;0;0;0;0
;FORTALEZA (MUCURIPE) - ;50;48;2;53;7;3;41;2;43
;GERDAU AÇOS LONGOS - ;1;1;0;1;0;0;1;0;1
;HERMASA DA AMAZÔNIA - ;12;12;0;11;0;0;11;0;11
;HIDROVIAS DO BRASIL - ;0;0;0;0;0;0;0;0;0
;HIDROVIAS DO BRASIL - ;0;0;0;8;2;2;0;4;0
;IBEPAR MANAUS - ;0;0;0;0;0;0;0;0;0
;ILHA GUAÍBA - ITAGUAÍ - ;8;7;1;18;5;0;5;8;5
;ILHEUS - BRIOS;0;0;0;4;4;0;0;0;0
;IMBITUBA - BRIBB;27;27;0;26;2;0;24;0;24
;ITAGUAÍ - BRIGI;39;37;2;68;20;4;36;8;33
;ITAJAÍ - BRITJ;51;47;4;75;5;1;65;4;65
;ITAPOA - SC - BRIOA001;47;47;0;56;8;0;48;0;48
;ITAQUI - BRIQI;59;52;7;65;7;1;48;9;47
;J. F. DE OLIVEIRA ;0;0;0;0;0;0;0;0;0
;LAGUNA - BRVLL;0;0;0;0;0;0;0;0;0
;MACEIÓ - BRMCZ;25;25;0;24;0;0;24;0;24
;MADRE DE DEUS - ;27;27;0;37;4;1;28;4;28
;MANAUS - BRMAO;0;0;0;0;0;0;0;0;0
;MERLIN LUDEMAX - RS - ;10;10;0;10;0;0;10;0;10
;NATAL - BRNAT;16;16;0;19;0;0;19;0;20
;NITERÓI - BRNTR;20;20;0;20;2;0;18;0;16
;NOV FLEXIBLES - ;0;0;0;0;0;0;0;0;0
;OLEOPLAN CANOAS RS - ;5;5;0;4;0;0;4;0;4
;PARANAGUA - BRPNG;162;159;3;178;16;2;155;5;155
;PECEM - BRPEC;62;62;0;74;10;1;61;2;61
;PELOTAS - BRPET;53;53;0;59;6;1;52;0;52
;POLY TERMINAIS (DOW ;1;1;0;1;0;0;1;0;1
;PONTA DA MADEIRA - ;52;52;0;56;3;0;53;0;57
;PONTA DE UBU - ES - ;7;7;0;8;2;0;6;0;6
;PORTO ALEGRE - RS - ;26;26;0;54;27;0;27;0;26
;PORTOCEL - TERMINAL ;37;37;0;40;4;0;35;1;35
;PORTO CRAI - BRPA033;0;0;0;0;0;0;0;0;0
;PORTO DO AÇU - BRRJ022;251;251;0;374;12;38;252;72;253
;PORTONAVE - ;60;60;0;63;3;0;60;0;60
;PORTO SUDESTE - ;8;8;0;13;3;0;9;1;9
;PORTO VELHO - RO - ;0;0;0;0;0;0;0;0;0
;PRAIA MOLE - ES - ;12;11;1;21;1;0;14;6;13
;RECIFE - BRREC;32;32;0;36;5;0;29;2;29
;RIO DE JANEIRO - BRRIO;704;702;2;754;60;0;680;14;697
;RIO GRANDE - BRRIG;125;124;1;260;20;114;123;3;125
;SALVADOR - BRSSA;49;49;0;72;18;1;53;0;52
;SANTANA/MACAPA - ;3;3;0;3;0;0;3;0;3
;SANTAREM - BRSTM;9;9;0;8;1;0;7;0;8
;SANTOS - BRSSZ;384;375;9;417;33;9;361;14;367
;SAO FRANCISCO DO SUL - ;34;34;0;35;3;1;31;0;32
;SAO SEBASTIAO - BRSSO;11;11;0;21;0;1;20;0;20
;SUAPE - BRSUA;116;115;1;141;25;2;110;4;109
;SUPER TERMINAIS - ;4;4;0;4;0;0;3;1;3
;TBO - TERMINAL ;5;5;0;5;0;0;5;0;5
;TEDUT - TERMINAL ;11;11;0;15;5;0;10;0;10
;TEMAN - PETROBRAS - ;17;17;0;18;0;2;16;0;17
;TEPORTI - TERMINAL ;1;1;0;1;0;0;1;0;1
;TERFRAN - TERMINAL ;0;0;0;0;0;0;0;0;0
;TERFRON - TERMINAL ;5;5;0;3;0;0;3;0;3
;TERGASUL - CANOAS - RS ;2;2;0;2;0;0;2;0;2
;TERMINAL AQUAVIARIO ;1;1;0;1;0;0;1;0;1
;TERMINAL AQUAVIÁRIO ;11;11;0;13;0;1;12;0;11
;TERMINAL AQUAVIÁRIO ;9;9;0;9;0;0;9;0;9
;TERMINAL AQUAVIÁRIO ;60;60;0;70;6;1;61;2;61
;TERMINAL AQUAVIÁRIO ;0;0;0;0;0;0;0;0;0
;TERMINAL BELMONTE - BA ;12;12;0;12;0;0;12;0;12
;TERMINAL DE BENTO ;0;0;0;8;0;4;0;4;0
;TERMINAL DE CARAVELAS ;0;0;0;0;0;0;0;0;0
;TERMINAL DE GRĂOS ;1;1;0;0;0;0;0;0;0
;TERMINAL FLUVIAL ;1;1;0;1;0;0;1;0;1
;TERMINAL FLUVIAL DE ;10;10;0;10;0;0;10;0;9
;TERMINAL FLUVIAL MRN ;16;16;0;19;2;0;17;0;17
;TERMINAL FLUVIAL RIO ;5;5;0;5;0;0;5;0;5
;TERMINAL PETROBRÁS - ;89;82;7;152;25;20;81;26;83
;TERMINAL TRANSPETRO - ;1;1;0;44;0;2;3;39;3
;TESC - TERMINAL SANTA ;31;31;0;43;1;14;28;0;28
;TFB - EQUADOR LOG - ;8;8;0;10;0;0;10;0;10
;THYSSENKRUPP TERNIUM ;14;14;0;13;1;0;12;0;12
;TLP - TERMINAL ;0;0;0;0;0;0;0;0;0
;TMIB - TERMINAL INACIO ;4;4;0;4;0;0;4;0;4
;TPS - TERMINAL ;21;21;0;20;0;0;20;0;20
;TRBA - TERMINAL DE ;1;1;0;2;0;0;1;1;1
;TRIGOLAR - OCRIM - ;1;1;0;0;0;0;0;0;1
;TUBARĂO - ES - CVRD - ;31;30;1;39;6;0;29;4;28
;VILA DO CONDE - BRVDC;58;58;0;61;2;1;58;0;60
;VITÓRIA - BRVIX;43;42;1;97;7;10;40;40;39
;YARA CANOAS - BRRS028;0;0;0;0;0;0;0;0;0
;YARA PORTO ALEGRE - ;6;6;0;8;0;2;6;0;6
